party,year,score,orientation,counts,random_state
Indomitable France,2017.0,0.5689655172413793,Left-wing,232,2
Union of Democrats and Independents,2017.0,0.3284671532846715,Right-wing,137,2
Democratic Mouvement,2017.0,0.2022471910112359,Right-wing,178,2
Left Radical Party,2017.0,0.3925233644859813,Left-wing,107,2
New Centre,2012.0,0.2573099415204678,Other,342,2
Democratic Mouvement,2007.0,0.618421052631579,Right-wing,76,2
National Front,2007.0,0.5029940119760479,Right-wing,167,2
National Front,2012.0,0.5735849056603773,Right-wing,265,2
Republic Onwards!,2017.0,0.1891891891891892,Other,37,2
National Front,2017.0,0.3529411764705882,Right-wing,85,2
Socialist Party,2007.0,0.4827586206896552,Left-wing,116,2
Union for a Popular Movement,2012.0,0.3854166666666667,Right-wing,96,2
Democratic Mouvement,2012.0,0.2,Right-wing,30,2
Nouveau Parti Anticapitaliste,2017.0,0.293859649122807,Left-wing,228,2
The Greens,2012.0,0.3861090365944735,Left-wing,1339,2
French Communist Party,2017.0,0.3245901639344262,Left-wing,305,2
The Greens,2007.0,0.4871794871794871,Left-wing,39,2
Resistons,2017.0,0.3601694915254237,Left-wing,236,2
Debout la France,2017.0,0.25,Right-wing,256,2
The Greens,2017.0,0.3442028985507246,Left-wing,552,2
Democratic Mouvement,2007.0,0.2473118279569892,Right-wing,186,3
Radical Party,2012.0,0.12,Right-wing,175,3
Socialist Party,2007.0,0.1801242236024844,Left-wing,161,3
Democratic Mouvement,2017.0,0.3039215686274509,Right-wing,102,3
National Front,2017.0,0.5752895752895753,Right-wing,259,3
Democratic Mouvement,2012.0,0.1153846153846153,Right-wing,78,3
Union of Democrats and Independents,2017.0,0.0714285714285714,Right-wing,70,3
Socialist Party,2017.0,0.246031746031746,Left-wing,252,3
Indomitable France,2017.0,0.4057971014492754,Left-wing,138,3
Centrist Alliance,2012.0,0.2692307692307692,Other,26,3
Left Radical Party,2012.0,0.3146853146853147,Left-wing,286,3
Socialist Party,2012.0,0.4095238095238095,Left-wing,105,3
Union for a Popular Movement,2007.0,0.2116564417177914,Right-wing,326,3
Left Front,2012.0,0.3076923076923077,Left-wing,26,3
National Front,2012.0,0.2585034013605442,Right-wing,147,3
New Centre,2012.0,0.3411764705882353,Other,85,3
Republic Onwards!,2017.0,0.6041666666666666,Other,144,3
Union for a Popular Movement,2012.0,0.3448275862068966,Right-wing,87,3
National Front,2007.0,0.4838709677419355,Right-wing,62,3
Left Radical Party,2017.0,0.2831858407079646,Left-wing,113,3
Union for a Popular Movement,2017.0,0.1969696969696969,Right-wing,66,3
Nouveau Parti Anticapitaliste,2017.0,0.3070175438596491,Left-wing,228,3
Resistons,2017.0,0.3577296489917849,Left-wing,1339,3
Debout la France,2017.0,0.3967213114754098,Right-wing,305,3
French Communist Party,2017.0,0.358974358974359,Left-wing,39,3
The Greens,2012.0,0.2542372881355932,Left-wing,236,3
The Greens,2017.0,0.3203125,Left-wing,256,3
The Greens,2007.0,0.3460144927536231,Left-wing,552,3
Left Front,2012.0,0.4476190476190476,Left-wing,105,4
Centrist Alliance,2012.0,0.1304347826086956,Other,138,4
Democratic Mouvement,2007.0,0.3142857142857143,Right-wing,280,4
Socialist Party,2007.0,0.3890489913544668,Left-wing,347,4
Left Radical Party,2012.0,0.2285714285714285,Left-wing,245,4
Democratic Mouvement,2012.0,0.2121212121212121,Right-wing,99,4
Union for a Popular Movement,2007.0,0.44,Right-wing,75,4
Radical Party,2012.0,0.25,Right-wing,76,4
Republic Onwards!,2017.0,0.4859813084112149,Other,107,4
Indomitable France,2017.0,0.6398305084745762,Left-wing,236,4
Union of Democrats and Independents,2017.0,0.1944444444444444,Right-wing,144,4
Left Radical Party,2017.0,0.3141361256544502,Left-wing,191,4
New Centre,2012.0,0.2846715328467153,Other,137,4
Democratic Mouvement,2017.0,0.3214285714285714,Right-wing,28,4
Socialist Party,2012.0,0.25,Left-wing,64,4
National Front,2012.0,0.3896103896103896,Right-wing,154,4
National Front,2007.0,0.4767441860465116,Right-wing,86,4
National Front,2017.0,0.4444444444444444,Right-wing,108,4
Socialist Party,2017.0,0.205607476635514,Left-wing,107,4
Union for a Popular Movement,2017.0,0.6595744680851063,Right-wing,141,4
Union for a Popular Movement,2012.0,0.3461538461538461,Right-wing,26,4
Nouveau Parti Anticapitaliste,2017.0,0.5657894736842105,Left-wing,228,4
Resistons,2017.0,0.450336071695295,Left-wing,1339,4
French Communist Party,2017.0,0.4655737704918032,Left-wing,305,4
The Greens,2017.0,0.5384615384615384,Left-wing,39,4
The Greens,2012.0,0.2966101694915254,Left-wing,236,4
Debout la France,2017.0,0.25,Right-wing,256,4
The Greens,2007.0,0.4583333333333333,Left-wing,552,4
National Front,2007.0,0.7444444444444445,Right-wing,90,5
New Centre,2012.0,0.2169811320754717,Other,106,5
Democratic Mouvement,2017.0,0.1933701657458563,Right-wing,181,5
Union for a Popular Movement,2012.0,0.2357723577235772,Right-wing,123,5
Democratic Mouvement,2012.0,0.1729957805907173,Right-wing,237,5
Left Radical Party,2012.0,0.191044776119403,Left-wing,335,5
National Front,2012.0,0.7012987012987013,Right-wing,77,5
Union of Democrats and Independents,2017.0,0.1621621621621621,Right-wing,148,5
Socialist Party,2007.0,0.3461538461538461,Left-wing,156,5
Republic Onwards!,2017.0,0.1904761904761904,Other,84,5
Indomitable France,2017.0,0.4697508896797153,Left-wing,281,5
Left Radical Party,2017.0,0.1992753623188405,Left-wing,276,5
Radical Party,2012.0,0.2222222222222222,Right-wing,153,5
Union for a Popular Movement,2007.0,0.4311926605504587,Right-wing,109,5
Democratic Mouvement,2007.0,0.2755102040816326,Right-wing,98,5
Socialist Party,2012.0,0.2783505154639175,Left-wing,97,5
Left Front,2012.0,0.3513513513513513,Left-wing,74,5
Centrist Alliance,2012.0,0.24,Other,25,5
Union for a Popular Movement,2017.0,0.1582278481012658,Right-wing,158,5
National Front,2017.0,0.4193548387096774,Right-wing,62,5
Socialist Party,2017.0,0.2916666666666667,Left-wing,24,5
Resistons,2017.0,0.2324561403508772,Left-wing,228,5
The Greens,2007.0,0.2710978342046303,Left-wing,1339,5
Nouveau Parti Anticapitaliste,2017.0,0.1967213114754098,Left-wing,305,5
The Greens,2012.0,0.2051282051282051,Left-wing,39,5
The Greens,2017.0,0.2330508474576271,Left-wing,236,5
Debout la France,2017.0,0.19921875,Right-wing,256,5
French Communist Party,2017.0,0.217391304347826,Left-wing,552,5
Democratic Mouvement,2017.0,0.0833333333333333,Right-wing,48,6
Socialist Party,2017.0,0.1548387096774193,Left-wing,155,6
Radical Party,2012.0,0.1954022988505747,Right-wing,174,6
Democratic Mouvement,2012.0,0.1927710843373494,Right-wing,166,6
Socialist Party,2012.0,0.2717391304347826,Left-wing,276,6
National Front,2012.0,0.5755395683453237,Right-wing,278,6
Left Radical Party,2017.0,0.2016806722689075,Left-wing,119,6
Union for a Popular Movement,2012.0,0.3333333333333333,Right-wing,84,6
Left Radical Party,2012.0,0.2828282828282828,Left-wing,198,6
Left Front,2012.0,0.2045454545454545,Left-wing,220,6
Socialist Party,2007.0,0.238095238095238,Left-wing,63,6
Centrist Alliance,2012.0,0.2023460410557184,Other,341,6
Republic Onwards!,2017.0,0.2583333333333333,Other,120,6
Union of Democrats and Independents,2017.0,0.1776315789473684,Right-wing,152,6
Union for a Popular Movement,2017.0,0.1518987341772152,Right-wing,79,6
National Front,2007.0,0.5614035087719298,Right-wing,114,6
National Front,2017.0,0.1927710843373494,Right-wing,83,6
Democratic Mouvement,2007.0,0.4285714285714285,Right-wing,112,6
Indomitable France,2017.0,0.3461538461538461,Left-wing,26,6
New Centre,2012.0,0.6376811594202898,Other,69,6
Union for a Popular Movement,2007.0,0.3529411764705882,Right-wing,17,6
Nouveau Parti Anticapitaliste,2017.0,0.2850877192982456,Left-wing,228,6
Debout la France,2017.0,0.3009708737864077,Right-wing,1339,6
Resistons,2017.0,0.3540983606557377,Left-wing,305,6
The Greens,2017.0,0.2307692307692307,Left-wing,39,6
French Communist Party,2017.0,0.2372881355932203,Left-wing,236,6
The Greens,2012.0,0.26953125,Left-wing,256,6
The Greens,2007.0,0.322463768115942,Left-wing,552,6
Socialist Party,2017.0,0.351063829787234,Left-wing,94,7
Republic Onwards!,2017.0,0.2176870748299319,Other,294,7
Centrist Alliance,2012.0,0.2622950819672131,Other,61,7
New Centre,2012.0,0.3534482758620689,Other,116,7
National Front,2012.0,0.4814814814814814,Right-wing,135,7
Socialist Party,2012.0,0.2857142857142857,Left-wing,119,7
Democratic Mouvement,2017.0,0.3058823529411765,Right-wing,85,7
Radical Party,2012.0,0.2408376963350785,Right-wing,191,7
Left Radical Party,2012.0,0.2797202797202797,Left-wing,143,7
Indomitable France,2017.0,0.6974063400576369,Left-wing,347,7
National Front,2017.0,0.6919831223628692,Right-wing,237,7
Union for a Popular Movement,2007.0,0.2618181818181818,Right-wing,275,7
Union for a Popular Movement,2017.0,0.2962962962962963,Right-wing,27,7
Left Front,2012.0,0.1518987341772152,Left-wing,158,7
Union for a Popular Movement,2012.0,0.2272727272727272,Right-wing,132,7
Democratic Mouvement,2007.0,0.21,Right-wing,100,7
National Front,2007.0,0.2,Right-wing,90,7
Socialist Party,2007.0,0.28,Left-wing,75,7
Union of Democrats and Independents,2017.0,0.3596491228070175,Right-wing,114,7
Democratic Mouvement,2012.0,0.6582278481012658,Right-wing,79,7
Left Radical Party,2017.0,0.2727272727272727,Left-wing,22,7
The Greens,2007.0,0.4868421052631579,Left-wing,228,7
Debout la France,2017.0,0.4443614637789395,Right-wing,1339,7
The Greens,2017.0,0.2524590163934426,Left-wing,305,7
Resistons,2017.0,0.717948717948718,Left-wing,39,7
French Communist Party,2017.0,0.5508474576271186,Left-wing,236,7
The Greens,2012.0,0.1640625,Left-wing,256,7
Nouveau Parti Anticapitaliste,2017.0,0.3786231884057971,Left-wing,552,7
New Centre,2012.0,0.1333333333333333,Other,75,8
Socialist Party,2012.0,0.2123287671232876,Left-wing,146,8
Left Radical Party,2012.0,0.2548076923076923,Left-wing,208,8
National Front,2017.0,0.4969696969696969,Right-wing,165,8
Radical Party,2012.0,0.2185430463576159,Right-wing,151,8
Union for a Popular Movement,2012.0,0.2702702702702703,Right-wing,222,8
Democratic Mouvement,2007.0,0.1304347826086956,Right-wing,92,8
National Front,2007.0,0.4468085106382978,Right-wing,94,8
Union of Democrats and Independents,2017.0,0.34,Right-wing,100,8
Centrist Alliance,2012.0,0.5,Other,90,8
National Front,2012.0,0.6595744680851063,Right-wing,329,8
Socialist Party,2017.0,0.1617647058823529,Left-wing,136,8
Democratic Mouvement,2017.0,0.2419354838709677,Right-wing,62,8
Democratic Mouvement,2012.0,0.2625,Right-wing,80,8
Indomitable France,2017.0,0.6064981949458483,Left-wing,277,8
Republic Onwards!,2017.0,0.3605947955390334,Other,269,8
Union for a Popular Movement,2017.0,0.3168316831683168,Right-wing,101,8
Union for a Popular Movement,2007.0,0.0952380952380952,Right-wing,21,8
Socialist Party,2007.0,0.1298701298701298,Left-wing,154,8
Left Front,2012.0,0.28125,Left-wing,96,8
Left Radical Party,2017.0,0.3461538461538461,Left-wing,26,8
The Greens,2007.0,0.5131578947368421,Left-wing,228,8
The Greens,2017.0,0.392083644510829,Left-wing,1339,8
Resistons,2017.0,0.5245901639344263,Left-wing,305,8
Debout la France,2017.0,0.5384615384615384,Right-wing,39,8
The Greens,2012.0,0.461864406779661,Left-wing,236,8
Nouveau Parti Anticapitaliste,2017.0,0.4296875,Left-wing,256,8
French Communist Party,2017.0,0.4981884057971014,Left-wing,552,8
Socialist Party,2007.0,0.2121212121212121,Left-wing,132,9
Centrist Alliance,2012.0,0.2006369426751592,Other,314,9
Left Front,2012.0,0.2857142857142857,Left-wing,112,9
Indomitable France,2017.0,0.5614035087719298,Left-wing,285,9
Union for a Popular Movement,2012.0,0.2083333333333333,Right-wing,96,9
Union for a Popular Movement,2017.0,0.1824817518248175,Right-wing,137,9
Union of Democrats and Independents,2017.0,0.1022727272727272,Right-wing,88,9
Left Radical Party,2012.0,0.3166666666666666,Left-wing,180,9
Union for a Popular Movement,2007.0,0.2228915662650602,Right-wing,166,9
Republic Onwards!,2017.0,0.1608391608391608,Other,143,9
National Front,2007.0,0.5769230769230769,Right-wing,130,9
Democratic Mouvement,2012.0,0.2068965517241379,Right-wing,58,9
National Front,2012.0,0.5309090909090909,Right-wing,275,9
Left Radical Party,2017.0,0.1992337164750957,Left-wing,261,9
Socialist Party,2017.0,0.1379310344827586,Left-wing,87,9
Democratic Mouvement,2007.0,0.3577981651376147,Right-wing,109,9
New Centre,2012.0,0.2924528301886792,Other,106,9
National Front,2017.0,0.4225352112676056,Right-wing,71,9
Radical Party,2012.0,0.1739130434782608,Right-wing,23,9
Democratic Mouvement,2017.0,0.3571428571428571,Right-wing,98,9
Socialist Party,2012.0,0.217391304347826,Left-wing,23,9
Debout la France,2017.0,0.2280701754385964,Right-wing,228,9
The Greens,2012.0,0.3569828230022405,Left-wing,1339,9
The Greens,2007.0,0.2721311475409836,Left-wing,305,9
French Communist Party,2017.0,0.282051282051282,Left-wing,39,9
The Greens,2017.0,0.2796610169491525,Left-wing,236,9
Nouveau Parti Anticapitaliste,2017.0,0.41015625,Left-wing,256,9
Resistons,2017.0,0.338768115942029,Left-wing,552,9
Democratic Mouvement,2017.0,0.3148148148148148,Right-wing,108,10
Republic Onwards!,2017.0,0.2707581227436823,Other,277,10
Left Radical Party,2017.0,0.1836734693877551,Left-wing,147,10
Union of Democrats and Independents,2017.0,0.3333333333333333,Right-wing,255,10
Left Radical Party,2012.0,0.183206106870229,Left-wing,131,10
Union for a Popular Movement,2017.0,0.2875,Right-wing,240,10
National Front,2007.0,0.5431472081218274,Right-wing,197,10
Indomitable France,2017.0,0.5970149253731343,Left-wing,335,10
Democratic Mouvement,2012.0,0.2130177514792899,Right-wing,169,10
Socialist Party,2007.0,0.2396694214876033,Left-wing,121,10
Socialist Party,2017.0,0.1826086956521739,Left-wing,115,10
Left Front,2012.0,0.2328767123287671,Left-wing,73,10
National Front,2017.0,0.6396396396396397,Right-wing,111,10
National Front,2012.0,0.4901960784313725,Right-wing,153,10
Union for a Popular Movement,2007.0,0.0853658536585365,Right-wing,82,10
Democratic Mouvement,2007.0,0.2346938775510204,Right-wing,98,10
Radical Party,2012.0,0.075,Right-wing,80,10
New Centre,2012.0,0.2886597938144329,Other,97,10
Socialist Party,2012.0,0.2666666666666666,Left-wing,30,10
Centrist Alliance,2012.0,0.2363636363636363,Other,55,10
Union for a Popular Movement,2012.0,0.25,Right-wing,20,10
The Greens,2007.0,0.3903508771929824,Left-wing,228,10
Resistons,2017.0,0.4122479462285287,Left-wing,1339,10
The Greens,2017.0,0.2229508196721311,Left-wing,305,10
French Communist Party,2017.0,0.3846153846153846,Left-wing,39,10
Nouveau Parti Anticapitaliste,2017.0,0.4025423728813559,Left-wing,236,10
Debout la France,2017.0,0.25390625,Right-wing,256,10
The Greens,2012.0,0.3514492753623188,Left-wing,552,10
National Front,2017.0,0.4863013698630137,Right-wing,146,11
Left Radical Party,2017.0,0.1884057971014492,Left-wing,69,11
Democratic Mouvement,2007.0,0.2465753424657534,Right-wing,146,11
Left Radical Party,2012.0,0.2528089887640449,Left-wing,178,11
Democratic Mouvement,2017.0,0.221311475409836,Right-wing,244,11
Centrist Alliance,2012.0,0.1454545454545454,Other,55,11
Radical Party,2012.0,0.2077562326869806,Right-wing,361,11
Socialist Party,2007.0,0.2862453531598513,Left-wing,269,11
Democratic Mouvement,2012.0,0.6739130434782609,Right-wing,138,11
New Centre,2012.0,0.2941176470588235,Other,17,11
Union of Democrats and Independents,2017.0,0.2508710801393728,Right-wing,287,11
Union for a Popular Movement,2007.0,0.2149532710280373,Right-wing,107,11
Republic Onwards!,2017.0,0.2569444444444444,Other,144,11
National Front,2007.0,0.7934782608695652,Right-wing,92,11
Left Front,2012.0,0.3303571428571428,Left-wing,112,11
Union for a Popular Movement,2017.0,0.2153846153846154,Right-wing,65,11
Union for a Popular Movement,2012.0,0.4336283185840708,Right-wing,113,11
Socialist Party,2017.0,0.2068965517241379,Left-wing,116,11
National Front,2012.0,0.1666666666666666,Right-wing,126,11
Indomitable France,2017.0,0.7586206896551724,Left-wing,87,11
Socialist Party,2012.0,0.2272727272727272,Left-wing,22,11
The Greens,2007.0,0.3684210526315789,Left-wing,228,11
Debout la France,2017.0,0.2897684839432412,Right-wing,1339,11
Nouveau Parti Anticapitaliste,2017.0,0.2950819672131147,Left-wing,305,11
Resistons,2017.0,0.2051282051282051,Left-wing,39,11
French Communist Party,2017.0,0.2288135593220339,Left-wing,236,11
The Greens,2017.0,0.18359375,Left-wing,256,11
The Greens,2012.0,0.2246376811594203,Left-wing,552,11
Democratic Mouvement,2017.0,0.2334630350194552,Right-wing,257,12
Radical Party,2012.0,0.1855072463768116,Right-wing,345,12
Socialist Party,2007.0,0.1724137931034483,Left-wing,87,12
Union of Democrats and Independents,2017.0,0.2436974789915966,Right-wing,119,12
National Front,2017.0,0.4819277108433735,Right-wing,83,12
Left Radical Party,2017.0,0.2272727272727272,Left-wing,88,12
Democratic Mouvement,2007.0,0.1147540983606557,Right-wing,244,12
Centrist Alliance,2012.0,0.2689075630252101,Other,119,12
Left Radical Party,2012.0,0.190721649484536,Left-wing,194,12
Socialist Party,2012.0,0.2657342657342657,Left-wing,286,12
Left Front,2012.0,0.2100840336134453,Left-wing,119,12
National Front,2012.0,0.5445544554455446,Right-wing,101,12
Indomitable France,2017.0,0.3108108108108108,Left-wing,74,12
Socialist Party,2017.0,0.1791907514450867,Left-wing,173,12
Union for a Popular Movement,2012.0,0.1578947368421052,Right-wing,133,12
National Front,2007.0,0.5,Right-wing,30,12
Democratic Mouvement,2012.0,0.1166666666666666,Right-wing,60,12
New Centre,2012.0,0.1566265060240964,Other,83,12
Union for a Popular Movement,2017.0,0.3529411764705882,Right-wing,119,12
Republic Onwards!,2017.0,0.1633986928104575,Other,153,12
Union for a Popular Movement,2007.0,0.1481481481481481,Right-wing,27,12
Nouveau Parti Anticapitaliste,2017.0,0.3552631578947368,Left-wing,228,12
Debout la France,2017.0,0.3009708737864077,Right-wing,1339,12
The Greens,2017.0,0.2786885245901639,Left-wing,305,12
The Greens,2007.0,0.2051282051282051,Left-wing,39,12
The Greens,2012.0,0.2076271186440678,Left-wing,236,12
Resistons,2017.0,0.19140625,Left-wing,256,12
French Communist Party,2017.0,0.266304347826087,Left-wing,552,12
Democratic Mouvement,2007.0,0.2267441860465116,Right-wing,172,13
Democratic Mouvement,2012.0,0.7123287671232876,Right-wing,73,13
Socialist Party,2017.0,0.2828685258964143,Left-wing,251,13
Socialist Party,2007.0,0.2258064516129032,Left-wing,93,13
Union for a Popular Movement,2012.0,0.2962962962962963,Right-wing,27,13
Radical Party,2012.0,0.417910447761194,Right-wing,67,13
New Centre,2012.0,0.3657142857142857,Other,350,13
Indomitable France,2017.0,0.6610878661087866,Left-wing,239,13
National Front,2007.0,0.4711538461538461,Right-wing,104,13
Union for a Popular Movement,2007.0,0.4786324786324786,Right-wing,117,13
Democratic Mouvement,2017.0,0.4626865671641791,Right-wing,134,13
Union for a Popular Movement,2017.0,0.2340425531914893,Right-wing,47,13
Socialist Party,2012.0,0.1444444444444444,Left-wing,180,13
National Front,2012.0,0.3209876543209876,Right-wing,81,13
Left Radical Party,2017.0,0.3224043715846995,Left-wing,183,13
Left Front,2012.0,0.3104693140794224,Left-wing,277,13
Left Radical Party,2012.0,0.2911392405063291,Left-wing,79,13
Union of Democrats and Independents,2017.0,0.7315436241610739,Right-wing,149,13
Centrist Alliance,2012.0,0.1666666666666666,Other,24,13
National Front,2017.0,0.3098591549295774,Right-wing,142,13
Republic Onwards!,2017.0,0.3523809523809524,Other,105,13
The Greens,2012.0,0.5087719298245614,Left-wing,228,13
French Communist Party,2017.0,0.4705003734129948,Left-wing,1339,13
Nouveau Parti Anticapitaliste,2017.0,0.340983606557377,Left-wing,305,13
Debout la France,2017.0,0.4871794871794871,Right-wing,39,13
Resistons,2017.0,0.3389830508474576,Left-wing,236,13
The Greens,2017.0,0.16796875,Left-wing,256,13
The Greens,2007.0,0.3514492753623188,Left-wing,552,13
Socialist Party,2007.0,0.2076923076923077,Left-wing,130,14
National Front,2017.0,0.5956678700361011,Right-wing,277,14
Centrist Alliance,2012.0,0.2288135593220339,Other,118,14
Union for a Popular Movement,2007.0,0.3440860215053763,Right-wing,279,14
Left Front,2012.0,0.1785714285714285,Left-wing,336,14
Socialist Party,2012.0,0.2420382165605095,Left-wing,157,14
Left Radical Party,2012.0,0.2745098039215686,Left-wing,255,14
Democratic Mouvement,2007.0,0.1463414634146341,Right-wing,82,14
Democratic Mouvement,2017.0,0.2878787878787879,Right-wing,66,14
Left Radical Party,2017.0,0.2302158273381295,Left-wing,139,14
National Front,2007.0,0.6197916666666666,Right-wing,192,14
Democratic Mouvement,2012.0,0.3193277310924369,Right-wing,119,14
Indomitable France,2017.0,0.5963302752293578,Left-wing,109,14
Socialist Party,2017.0,0.1785714285714285,Left-wing,168,14
Union for a Popular Movement,2017.0,0.2439024390243902,Right-wing,123,14
Radical Party,2012.0,0.2365591397849462,Right-wing,93,14
Union for a Popular Movement,2012.0,0.1454545454545454,Right-wing,55,14
New Centre,2012.0,0.2105263157894736,Other,76,14
Republic Onwards!,2017.0,0.4125,Other,80,14
Union of Democrats and Independents,2017.0,0.2105263157894736,Right-wing,19,14
National Front,2012.0,0.7142857142857143,Right-wing,21,14
Resistons,2017.0,0.2631578947368421,Left-wing,228,14
Debout la France,2017.0,0.3764002987303958,Right-wing,1339,14
The Greens,2012.0,0.3278688524590163,Left-wing,305,14
The Greens,2007.0,0.3846153846153846,Left-wing,39,14
Nouveau Parti Anticapitaliste,2017.0,0.2203389830508474,Left-wing,236,14
The Greens,2017.0,0.34375,Left-wing,256,14
French Communist Party,2017.0,0.3641304347826087,Left-wing,552,14
Indomitable France,2017.0,0.6116207951070336,Left-wing,327,15
Radical Party,2012.0,0.2692307692307692,Right-wing,286,15
Union for a Popular Movement,2007.0,0.2849162011173184,Right-wing,179,15
Left Radical Party,2012.0,0.2201834862385321,Left-wing,109,15
Democratic Mouvement,2017.0,0.3673469387755102,Right-wing,98,15
National Front,2017.0,0.4485981308411215,Right-wing,107,15
Left Radical Party,2017.0,0.1347517730496454,Left-wing,141,15
Union for a Popular Movement,2012.0,0.2115384615384615,Right-wing,104,15
National Front,2012.0,0.2287581699346405,Right-wing,153,15
Left Front,2012.0,0.2230483271375464,Left-wing,269,15
Union of Democrats and Independents,2017.0,0.6447368421052632,Right-wing,152,15
Socialist Party,2017.0,0.2610441767068273,Left-wing,249,15
Socialist Party,2012.0,0.134020618556701,Left-wing,97,15
National Front,2007.0,0.5632911392405063,Right-wing,158,15
Republic Onwards!,2017.0,0.1881188118811881,Other,101,15
Socialist Party,2007.0,0.4414414414414414,Left-wing,111,15
Democratic Mouvement,2007.0,0.2068965517241379,Right-wing,29,15
Union for a Popular Movement,2017.0,0.2307692307692307,Right-wing,52,15
New Centre,2012.0,0.2962962962962963,Other,81,15
Centrist Alliance,2012.0,0.2028985507246377,Other,69,15
Democratic Mouvement,2012.0,0.1818181818181818,Right-wing,22,15
French Communist Party,2017.0,0.4956140350877193,Left-wing,228,15
The Greens,2007.0,0.3629574309185959,Left-wing,1339,15
Resistons,2017.0,0.380327868852459,Left-wing,305,15
The Greens,2012.0,0.3846153846153846,Left-wing,39,15
Nouveau Parti Anticapitaliste,2017.0,0.3686440677966102,Left-wing,236,15
Debout la France,2017.0,0.25390625,Right-wing,256,15
The Greens,2017.0,0.3985507246376811,Left-wing,552,15
National Front,2017.0,0.5655737704918032,Right-wing,122,16
Democratic Mouvement,2007.0,0.2261904761904762,Right-wing,84,16
Indomitable France,2017.0,0.3687943262411347,Left-wing,141,16
