party,year,score,orientation,counts,random_state
Popular Unity,2015.0,0.3407134071340713,Left-wing,813,1
We can,2016.0,0.5287517531556802,Left-wing,713,1
United We Can,2016.0,0.1635514018691588,Left-wing,642,1
In Common We Can,2016.0,0.4932795698924731,Left-wing,1488,1
People's Party,2015.0,0.3728432108027006,Right-wing,1333,1
Convergence and Union,2011.0,0.125,Other,808,1
We can,2019.0,0.5532591414944356,Left-wing,629,1
Convergence and Union,2008.0,0.3310344827586207,Other,145,1
People's Party,2016.0,0.1959654178674351,Right-wing,347,1
Spanish Socialist Workers’ Party,2008.0,0.1875,Left-wing,528,1
"Union, Progress and Democracy",2011.0,0.284789644012945,Other,618,1
In Common We Can,2015.0,0.412037037037037,Left-wing,216,1
People's Party,2011.0,0.1596638655462184,Right-wing,119,1
Spanish Socialist Workers’ Party,2016.0,0.1557377049180328,Left-wing,122,1
People's Party,2019.0,0.3833333333333333,Right-wing,60,1
Citizens,2019.0,0.3506493506493506,Right-wing,154,1
Citizens,2015.0,0.2913533834586466,Right-wing,2660,1
Commitment-We can-It is time,2015.0,0.3441582680104517,Left-wing,2679,1
Democratic Convergence of Catalonia,2016.0,0.3568209750102417,Right-wing,4882,1
Citizens,2016.0,0.4509283819628647,Right-wing,754,1
Spanish Socialist Workers’ Party,2008.0,0.8248914616497829,Left-wing,691,2
People's Party,2015.0,0.041920216362407,Right-wing,1479,2
United Left,2008.0,0.0393151553582752,Left-wing,1577,2
We can,2016.0,0.9131238447319778,Left-wing,541,2
People's Party,2011.0,0.0517503805175038,Right-wing,657,2
Compromis,2019.0,0.8078817733990148,Left-wing,812,2
Democracy and Freedom,2015.0,0.027061855670103,Right-wing,776,2
"Union, Progress and Democracy",2011.0,0.0533333333333333,Other,675,2
We can,2015.0,0.893353941267388,Left-wing,647,2
United We Can,2016.0,0.038994356080041,Left-wing,1949,2
In Common We Can,2016.0,0.2006125574272588,Left-wing,653,2
People's Party,2016.0,0.801920768307323,Right-wing,833,2
People's Party,2019.0,0.0226415094339622,Right-wing,795,2
We can,2019.0,0.0764705882352941,Left-wing,680,2
Spanish Socialist Workers’ Party,2016.0,0.0469483568075117,Left-wing,213,2
Spanish Socialist Workers’ Party,2011.0,0.0436046511627907,Left-wing,344,2
Popular Unity,2015.0,0.056910569105691,Left-wing,123,2
In Common We Can,2015.0,0.891640866873065,Left-wing,646,2
Spanish Socialist Workers’ Party,2015.0,0.0214876033057851,Left-wing,605,2
United Left,2011.0,0.0725806451612903,Left-wing,124,2
Convergence and Union,2011.0,0.018348623853211,Other,218,2
Convergence and Union,2008.0,0.847457627118644,Other,118,2
People's Party,2008.0,0.0185185185185185,Right-wing,54,2
Spanish Socialist Workers’ Party,2019.0,0.0625,Left-wing,48,2
Democratic Convergence of Catalonia,2016.0,0.0807726075504828,Right-wing,2278,2
Citizens,2019.0,0.0663769261161596,Right-wing,5062,2
Citizens,2016.0,0.0983789826718837,Right-wing,1789,2
Commitment-We can-It is time,2015.0,0.0344036697247706,Left-wing,872,2
Citizens,2015.0,0.0421237384817902,Right-wing,4558,2
Spanish Socialist Workers’ Party,2008.0,0.1430817610062893,Left-wing,636,3
We can,2016.0,0.2269230769230769,Left-wing,260,3
Convergence and Union,2011.0,0.0775862068965517,Other,1972,3
People's Party,2019.0,0.0749185667752443,Right-wing,614,3
People's Party,2015.0,0.1871069182389937,Right-wing,636,3
"Union, Progress and Democracy",2011.0,0.1599402092675635,Other,669,3
United Left,2011.0,0.1029517638588913,Left-wing,1389,3
People's Party,2011.0,0.6701298701298701,Right-wing,770,3
Spanish Socialist Workers’ Party,2015.0,0.4882198952879581,Left-wing,764,3
Convergence and Union,2008.0,0.6662404092071611,Other,782,3
People's Party,2008.0,0.1360153256704981,Right-wing,522,3
United Left,2008.0,0.1228323699421965,Left-wing,692,3
Spanish Socialist Workers’ Party,2019.0,0.0983102918586789,Left-wing,651,3
Spanish Socialist Workers’ Party,2011.0,0.0898954703832752,Left-wing,1435,3
We can,2015.0,0.373015873015873,Left-wing,126,3
Compromis,2019.0,0.0769230769230769,Left-wing,754,3
Popular Unity,2015.0,0.166189111747851,Left-wing,349,3
Spanish Socialist Workers’ Party,2016.0,0.5964601769911504,Left-wing,565,3
We can,2019.0,0.1860465116279069,Left-wing,129,3
In Common We Can,2015.0,0.8251533742331288,Left-wing,652,3
In Common We Can,2016.0,0.5538461538461539,Left-wing,65,3
People's Party,2016.0,0.1666666666666666,Right-wing,252,3
Democracy and Freedom,2015.0,0.2727272727272727,Right-wing,44,3
United We Can,2016.0,0.5714285714285714,Left-wing,112,3
Democratic Convergence of Catalonia,2016.0,0.5505563618771165,Right-wing,2067,3
Citizens,2019.0,0.0776409107876073,Right-wing,2679,3
Citizens,2016.0,0.0778348478862109,Right-wing,5062,3
Commitment-We can-It is time,2015.0,0.1462609970674487,Left-wing,5456,3
Citizens,2015.0,0.1860465116279069,Right-wing,688,3
Spanish Socialist Workers’ Party,2019.0,0.4779516358463727,Left-wing,1406,4
Democracy and Freedom,2015.0,0.0251968503937007,Right-wing,635,4
We can,2015.0,0.7966101694915254,Left-wing,59,4
People's Party,2016.0,0.0713043478260869,Right-wing,575,4
Convergence and Union,2011.0,0.031413612565445,Other,764,4
"Union, Progress and Democracy",2011.0,0.6650563607085346,Other,621,4
In Common We Can,2015.0,0.6671087533156499,Left-wing,1508,4
We can,2019.0,0.1308562197092084,Left-wing,619,4
People's Party,2011.0,0.472,Right-wing,125,4
Spanish Socialist Workers’ Party,2015.0,0.2126288659793814,Left-wing,776,4
We can,2016.0,0.7389100126742713,Left-wing,789,4
Spanish Socialist Workers’ Party,2011.0,0.5790289256198347,Left-wing,1936,4
Compromis,2019.0,0.0283140283140283,Left-wing,777,4
People's Party,2015.0,0.7412935323383084,Right-wing,201,4
In Common We Can,2016.0,0.5648414985590778,Left-wing,694,4
Popular Unity,2015.0,0.46875,Left-wing,672,4
Convergence and Union,2008.0,0.7827260458839406,Other,741,4
People's Party,2008.0,0.5383104125736738,Right-wing,509,4
United Left,2011.0,0.4619970193740685,Left-wing,671,4
United Left,2008.0,0.7181008902077152,Left-wing,674,4
Spanish Socialist Workers’ Party,2008.0,0.5128939828080229,Left-wing,349,4
People's Party,2019.0,0.0377358490566037,Right-wing,106,4
Spanish Socialist Workers’ Party,2016.0,0.5686274509803921,Left-wing,204,4
United We Can,2016.0,0.875,Left-wing,40,4
Democratic Convergence of Catalonia,2016.0,0.7813953488372093,Right-wing,430,4
Citizens,2015.0,0.5645989727380482,Right-wing,5062,4
Citizens,2019.0,0.6375358166189111,Right-wing,2094,4
Citizens,2016.0,0.5998900293255132,Right-wing,5456,4
Commitment-We can-It is time,2015.0,0.5676605504587156,Left-wing,872,4
We can,2015.0,0.6961937716262976,Left-wing,1445,5
Spanish Socialist Workers’ Party,2011.0,0.6206896551724138,Left-wing,783,5
In Common We Can,2016.0,0.850179211469534,Left-wing,1395,5
Convergence and Union,2011.0,0.6299559471365639,Other,227,5
We can,2016.0,0.7355371900826446,Left-wing,121,5
Compromis,2019.0,0.0775,Left-wing,800,5
We can,2019.0,0.8065146579804561,Left-wing,1535,5
People's Party,2015.0,0.7563025210084033,Right-wing,595,5
"Union, Progress and Democracy",2011.0,0.6167883211678832,Other,548,5
People's Party,2008.0,0.5644171779141104,Right-wing,652,5
In Common We Can,2015.0,0.8371802869619464,Left-wing,1603,5
People's Party,2011.0,0.7121879588839941,Right-wing,681,5
United We Can,2016.0,0.8046795523906409,Left-wing,1966,5
People's Party,2016.0,0.0552584670231729,Right-wing,561,5
Spanish Socialist Workers’ Party,2016.0,0.0736196319018405,Left-wing,815,5
Convergence and Union,2008.0,0.5841121495327103,Other,642,5
Spanish Socialist Workers’ Party,2015.0,0.6622222222222223,Left-wing,675,5
Democracy and Freedom,2015.0,0.648,Right-wing,125,5
United Left,2008.0,0.6154806491885143,Left-wing,801,5
Spanish Socialist Workers’ Party,2008.0,0.5436046511627907,Left-wing,344,5
Popular Unity,2015.0,0.6382978723404256,Left-wing,47,5
People's Party,2019.0,0.7393364928909952,Right-wing,211,5
Spanish Socialist Workers’ Party,2019.0,0.1844660194174757,Left-wing,103,5
United Left,2011.0,0.3582089552238806,Left-wing,67,5
Commitment-We can-It is time,2015.0,0.0716013546202225,Left-wing,2067,5
Citizens,2016.0,0.0833333333333333,Right-wing,2064,5
Citizens,2015.0,0.1813099041533546,Right-wing,2504,5
Democratic Convergence of Catalonia,2016.0,0.6782319391634981,Right-wing,2104,5
Citizens,2019.0,0.7821100917431193,Right-wing,872,5
Spanish Socialist Workers’ Party,2011.0,0.086848635235732,Left-wing,806,6
People's Party,2016.0,0.3345588235294117,Right-wing,272,6
People's Party,2011.0,0.2279713114754098,Right-wing,1952,6
People's Party,2019.0,0.1869158878504672,Right-wing,642,6
United Left,2011.0,0.0500695410292072,Left-wing,719,6
United We Can,2016.0,0.2894572676232065,Left-wing,1603,6
Spanish Socialist Workers’ Party,2008.0,0.3567921440261866,Left-wing,611,6
Compromis,2019.0,0.2346786248131539,Left-wing,1338,6
We can,2016.0,0.53125,Left-wing,128,6
Convergence and Union,2011.0,0.2991452991452991,Other,702,6
People's Party,2008.0,0.2420785804816223,Right-wing,789,6
Spanish Socialist Workers’ Party,2016.0,0.2807262569832402,Left-wing,716,6
Democracy and Freedom,2015.0,0.0622775800711743,Right-wing,562,6
Spanish Socialist Workers’ Party,2015.0,0.2231075697211155,Left-wing,1506,6
In Common We Can,2016.0,0.4716157205240174,Left-wing,229,6
United Left,2008.0,0.3049357674104124,Left-wing,1479,6
We can,2015.0,0.12,Left-wing,100,6
In Common We Can,2015.0,0.5263975155279503,Left-wing,644,6
We can,2019.0,0.7412398921832885,Left-wing,371,6
Popular Unity,2015.0,0.3703703703703703,Left-wing,216,6
Spanish Socialist Workers’ Party,2019.0,0.0533980582524271,Left-wing,618,6
Convergence and Union,2008.0,0.2381562099871959,Other,781,6
People's Party,2015.0,0.6140350877192983,Right-wing,114,6
"Union, Progress and Democracy",2011.0,0.625,Other,72,6
Democratic Convergence of Catalonia,2016.0,0.5844155844155844,Right-wing,154,6
Citizens,2015.0,0.0789728682170542,Right-wing,2064,6
Commitment-We can-It is time,2015.0,0.6105263157894737,Left-wing,2185,6
Citizens,2016.0,0.363890441587479,Right-wing,1789,6
Citizens,2019.0,0.0748120300751879,Right-wing,2660,6
Popular Unity,2015.0,0.1003663003663003,Left-wing,1365,7
Convergence and Union,2011.0,0.0902255639097744,Other,798,7
Spanish Socialist Workers’ Party,2016.0,0.0960056061667834,Left-wing,1427,7
Compromis,2019.0,0.1240875912408759,Left-wing,137,7
In Common We Can,2015.0,0.6870748299319728,Left-wing,735,7
United Left,2011.0,0.0785096473719228,Left-wing,1503,7
We can,2016.0,0.1809523809523809,Left-wing,630,7
In Common We Can,2016.0,0.4260869565217391,Left-wing,345,7
Spanish Socialist Workers’ Party,2011.0,0.4402035623409669,Left-wing,786,7
People's Party,2015.0,0.0947148090005232,Right-wing,1911,7
United We Can,2016.0,0.147919876733436,Left-wing,649,7
Democracy and Freedom,2015.0,0.1070110701107011,Right-wing,813,7
People's Party,2016.0,0.1690140845070422,Right-wing,710,7
We can,2019.0,0.2408759124087591,Left-wing,548,7
People's Party,2011.0,0.8369028006589786,Right-wing,607,7
People's Party,2019.0,0.1739811912225705,Right-wing,638,7
People's Party,2008.0,0.1329479768786127,Right-wing,692,7
Spanish Socialist Workers’ Party,2019.0,0.1274787535410765,Left-wing,706,7
United Left,2008.0,0.4491844416562108,Left-wing,797,7
Convergence and Union,2008.0,0.1689497716894977,Other,219,7
Spanish Socialist Workers’ Party,2015.0,0.4628099173553719,Left-wing,605,7
We can,2015.0,0.2867647058823529,Left-wing,136,7
"Union, Progress and Democracy",2011.0,0.1578947368421052,Other,209,7
Spanish Socialist Workers’ Party,2008.0,0.1686274509803921,Left-wing,255,7
Democratic Convergence of Catalonia,2016.0,0.1990291262135922,Right-wing,206,7
Commitment-We can-It is time,2015.0,0.1363636363636363,Left-wing,154,7
Citizens,2016.0,0.7375541125541125,Right-wing,1848,7
Citizens,2019.0,0.1625733137829912,Right-wing,5456,7
Citizens,2015.0,0.56657223796034,Right-wing,353,7
Convergence and Union,2008.0,0.423697270471464,Other,1612,8
Spanish Socialist Workers’ Party,2015.0,0.010738255033557,Left-wing,745,8
People's Party,2015.0,0.4875776397515527,Right-wing,644,8
Compromis,2019.0,0.0108564535585042,Left-wing,829,8
People's Party,2008.0,0.011164274322169,Right-wing,627,8
"Union, Progress and Democracy",2011.0,0.3996873371547681,Other,1919,8
Democracy and Freedom,2015.0,0.3946117274167987,Right-wing,631,8
Spanish Socialist Workers’ Party,2008.0,0.4797385620915033,Left-wing,1530,8
United We Can,2016.0,0.3832335329341317,Left-wing,668,8
United Left,2011.0,0.0089514066496163,Left-wing,782,8
Convergence and Union,2011.0,0.583756345177665,Other,197,8
People's Party,2011.0,0.3710965867828613,Right-wing,1377,8
Popular Unity,2015.0,0.6645962732919255,Left-wing,805,8
We can,2019.0,0.6601796407185628,Left-wing,668,8
We can,2016.0,0.544954128440367,Left-wing,545,8
Spanish Socialist Workers’ Party,2016.0,0.426865671641791,Left-wing,335,8
United Left,2008.0,0.4605699138502319,Left-wing,1509,8
In Common We Can,2015.0,0.3777777777777777,Left-wing,135,8
We can,2015.0,0.613664596273292,Left-wing,805,8
Spanish Socialist Workers’ Party,2019.0,0.5241935483870968,Left-wing,124,8
People's Party,2019.0,0.7111111111111111,Right-wing,45,8
People's Party,2016.0,0.3235294117647059,Right-wing,238,8
In Common We Can,2016.0,0.1826923076923076,Left-wing,104,8
Spanish Socialist Workers’ Party,2011.0,0.6842105263157895,Left-wing,57,8
Citizens,2015.0,0.0290697674418604,Right-wing,2064,8
Commitment-We can-It is time,2015.0,0.053030303030303,Left-wing,1848,8
Democratic Convergence of Catalonia,2016.0,0.4736611062335382,Right-wing,2278,8
Citizens,2019.0,0.4363117870722433,Right-wing,2104,8
Citizens,2016.0,0.436046511627907,Right-wing,688,8
United Left,2011.0,0.0101419878296146,Left-wing,1479,9
Spanish Socialist Workers’ Party,2011.0,0.8250319284802043,Left-wing,783,9
United Left,2008.0,0.893542757417103,Left-wing,573,9
Democracy and Freedom,2015.0,0.0119225037257824,Right-wing,671,9
"Union, Progress and Democracy",2011.0,0.0710382513661202,Other,366,9
Spanish Socialist Workers’ Party,2016.0,0.0315955766192733,Left-wing,633,9
Popular Unity,2015.0,0.0074571215510812,Left-wing,1341,9
In Common We Can,2015.0,0.03125,Left-wing,64,9
People's Party,2019.0,0.0113636363636363,Right-wing,528,9
People's Party,2016.0,0.0113162596783799,Right-wing,1679,9
People's Party,2011.0,0.0046224961479198,Right-wing,649,9
We can,2016.0,0.9230769230769232,Left-wing,819,9
In Common We Can,2016.0,0.9516908212560388,Left-wing,621,9
Spanish Socialist Workers’ Party,2019.0,0.9559014267185474,Left-wing,771,9
People's Party,2008.0,0.0094786729857819,Right-wing,1477,9
Spanish Socialist Workers’ Party,2015.0,0.9176470588235294,Left-wing,595,9
People's Party,2015.0,0.016,Right-wing,250,9
Spanish Socialist Workers’ Party,2008.0,0.01875,Left-wing,640,9
Compromis,2019.0,0.0092592592592592,Left-wing,216,9
Convergence and Union,2011.0,0.0141752577319587,Other,776,9
Convergence and Union,2008.0,0.0176211453744493,Other,227,9
United We Can,2016.0,0.0137931034482758,Left-wing,145,9
We can,2015.0,0.0310077519379844,Left-wing,129,9
We can,2019.0,0.0,Left-wing,35,9
Citizens,2019.0,0.0074441687344913,Right-wing,6448,9
Commitment-We can-It is time,2015.0,0.0136084284460052,Left-wing,2278,9
Citizens,2016.0,0.0141843971631205,Right-wing,2679,9
Democratic Convergence of Catalonia,2016.0,0.0194866920152091,Right-wing,2104,9
Citizens,2015.0,0.8470254957507082,Right-wing,353,9
Compromis,2019.0,0.2464840858623242,Left-wing,1351,0
Convergence and Union,2008.0,0.2137546468401487,Other,538,0
United We Can,2016.0,0.2262958280657395,Left-wing,791,0
We can,2016.0,0.3436866981769075,Left-wing,1481,0
Spanish Socialist Workers’ Party,2016.0,0.1933028919330289,Left-wing,657,0
Democracy and Freedom,2015.0,0.2195496417604913,Right-wing,1954,0
United Left,2011.0,0.3231939163498099,Left-wing,263,0
Convergence and Union,2011.0,0.3140495867768595,Other,242,0
We can,2019.0,0.3711507293354943,Left-wing,617,0
In Common We Can,2016.0,0.3470948012232416,Left-wing,654,0
Popular Unity,2015.0,0.252904989747095,Left-wing,1463,0
We can,2015.0,0.5656441717791411,Left-wing,815,0
In Common We Can,2015.0,0.4238657551274083,Left-wing,1609,0
Spanish Socialist Workers’ Party,2008.0,0.2121212121212121,Left-wing,132,0
"Union, Progress and Democracy",2011.0,0.3173431734317343,Other,542,0
Spanish Socialist Workers’ Party,2019.0,0.2327586206896551,Left-wing,116,0
People's Party,2019.0,0.1861111111111111,Right-wing,360,0
United Left,2008.0,0.1912225705329153,Left-wing,638,0
People's Party,2016.0,0.1308724832214765,Right-wing,596,0
People's Party,2015.0,0.2868217054263566,Right-wing,129,0
People's Party,2008.0,0.1287001287001287,Right-wing,777,0
Spanish Socialist Workers’ Party,2011.0,0.25154130702836,Left-wing,811,0
People's Party,2011.0,0.1363636363636363,Right-wing,44,0
Spanish Socialist Workers’ Party,2015.0,0.4134615384615384,Left-wing,208,0
Commitment-We can-It is time,2015.0,0.2135922330097087,Left-wing,206,0
Citizens,2015.0,0.4748062015503876,Right-wing,2064,0
Democratic Convergence of Catalonia,2016.0,0.3165057067603161,Right-wing,2278,0
Citizens,2016.0,0.35495335406486,Right-wing,2251,0
Citizens,2019.0,0.6447368421052632,Right-wing,2660,0
Compromis,2019.0,0.8807785888077859,Left-wing,822,1
We can,2019.0,0.7987220447284346,Left-wing,626,1
United We Can,2016.0,0.1885714285714285,Left-wing,350,1
People's Party,2015.0,0.2237871674491393,Right-wing,639,1
Spanish Socialist Workers’ Party,2019.0,0.3546284224250326,Left-wing,767,1
Spanish Socialist Workers’ Party,2016.0,0.7450271247739603,Left-wing,553,1
"Union, Progress and Democracy",2011.0,0.3993855606758832,Other,1953,1
Convergence and Union,2008.0,0.5638820638820639,Other,814,1
We can,2016.0,0.8055555555555556,Left-wing,108,1
In Common We Can,2016.0,0.5857771260997068,Left-wing,1364,1
Spanish Socialist Workers’ Party,2008.0,0.2461300309597523,Left-wing,646,1
United Left,2011.0,0.2890510948905109,Left-wing,685,1
In Common We Can,2015.0,0.5536547433903577,Left-wing,643,1
People's Party,2016.0,0.2018691588785046,Right-wing,535,1
Spanish Socialist Workers’ Party,2015.0,0.3482142857142857,Left-wing,112,1
Spanish Socialist Workers’ Party,2011.0,0.3514211886304909,Left-wing,774,1
Democracy and Freedom,2015.0,0.2525951557093425,Right-wing,578,1
We can,2015.0,0.7978227060653188,Left-wing,643,1
People's Party,2011.0,0.3209302325581395,Right-wing,215,1
Popular Unity,2015.0,0.5636822194199244,Left-wing,793,1
People's Party,2008.0,0.2676470588235294,Right-wing,680,1
United Left,2008.0,0.3166666666666666,Left-wing,60,1
People's Party,2019.0,0.3066037735849056,Right-wing,212,1
Convergence and Union,2011.0,0.2325581395348837,Other,43,1
Citizens,2015.0,0.2930232558139535,Right-wing,430,1
Citizens,2016.0,0.2548136009832036,Right-wing,4882,1
Commitment-We can-It is time,2015.0,0.3850256815487949,Left-wing,5062,1
Democratic Convergence of Catalonia,2016.0,0.3018695014662756,Right-wing,5456,1
Citizens,2019.0,0.3772935779816513,Right-wing,872,1
People's Party,2016.0,0.42,Right-wing,250,2
Popular Unity,2015.0,0.4323258869908016,Left-wing,761,2
We can,2016.0,0.6625954198473283,Left-wing,1965,2
Spanish Socialist Workers’ Party,2016.0,0.4388444990780578,Left-wing,1627,2
We can,2019.0,0.7177747625508819,Left-wing,1474,2
"Union, Progress and Democracy",2011.0,0.626360338573156,Other,827,2
Democracy and Freedom,2015.0,0.3992740471869328,Right-wing,551,2
We can,2015.0,0.6219081272084805,Left-wing,566,2
United Left,2008.0,0.4401709401709401,Left-wing,702,2
Spanish Socialist Workers’ Party,2019.0,0.4096,Left-wing,625,2
People's Party,2008.0,0.578481945467944,Right-wing,1357,2
Convergence and Union,2011.0,0.4003091190108191,Other,647,2
People's Party,2015.0,0.4845679012345679,Right-wing,648,2
United Left,2011.0,0.3984375,Left-wing,640,2
Spanish Socialist Workers’ Party,2015.0,0.6530612244897959,Left-wing,49,2
Compromis,2019.0,0.5786061588330632,Left-wing,617,2
United We Can,2016.0,0.6552197802197802,Left-wing,1456,2
People's Party,2011.0,0.3548387096774194,Right-wing,217,2
Spanish Socialist Workers’ Party,2011.0,0.5378787878787878,Left-wing,132,2
In Common We Can,2016.0,0.6468926553672316,Left-wing,354,2
In Common We Can,2015.0,0.6796875,Left-wing,640,2
Convergence and Union,2008.0,0.5833333333333334,Other,120,2
Spanish Socialist Workers’ Party,2008.0,0.3826086956521739,Left-wing,115,2
People's Party,2019.0,0.3770491803278688,Right-wing,61,2
Citizens,2015.0,0.5489341085271318,Right-wing,2064,2
Commitment-We can-It is time,2015.0,0.5161654135338346,Left-wing,2660,2
Citizens,2016.0,0.5909613175028725,Right-wing,2611,2
Citizens,2019.0,0.5106100795755968,Right-wing,754,2
Democratic Convergence of Catalonia,2016.0,0.5161654135338346,Right-wing,2660,2
Spanish Socialist Workers’ Party,2008.0,0.2443324937027707,Left-wing,794,3
"Union, Progress and Democracy",2011.0,0.4777777777777778,Other,540,3
Convergence and Union,2011.0,0.355,Other,200,3
We can,2019.0,0.4296657381615599,Left-wing,1436,3
United Left,2008.0,0.2896764252696456,Left-wing,649,3
Spanish Socialist Workers’ Party,2015.0,0.2567049808429119,Left-wing,783,3
Compromis,2019.0,0.2328398384925975,Left-wing,743,3
We can,2015.0,0.4670781893004115,Left-wing,1458,3
People's Party,2008.0,0.2348754448398576,Right-wing,281,3
In Common We Can,2016.0,0.5669642857142857,Left-wing,672,3
People's Party,2019.0,0.4064089521871821,Right-wing,1966,3
People's Party,2015.0,0.2939501779359431,Right-wing,1405,3
People's Party,2011.0,0.4478063540090771,Right-wing,661,3
Spanish Socialist Workers’ Party,2016.0,0.3021844660194174,Left-wing,1648,3
Spanish Socialist Workers’ Party,2019.0,0.27,Left-wing,100,3
In Common We Can,2015.0,0.5140350877192983,Left-wing,570,3
Democracy and Freedom,2015.0,0.2475845410628019,Right-wing,828,3
Popular Unity,2015.0,0.2690217391304347,Left-wing,368,3
United We Can,2016.0,0.2434210526315789,Left-wing,608,3
United Left,2011.0,0.3656387665198238,Left-wing,227,3
We can,2016.0,0.5188679245283019,Left-wing,636,3
Spanish Socialist Workers’ Party,2011.0,0.2463958060288335,Left-wing,763,3
Convergence and Union,2008.0,0.3076923076923077,Other,117,3
People's Party,2016.0,0.375,Right-wing,40,3
Democratic Convergence of Catalonia,2016.0,0.5631067961165048,Right-wing,206,3
Citizens,2019.0,0.3581395348837209,Right-wing,430,3
Commitment-We can-It is time,2015.0,0.4073226544622426,Left-wing,2185,3
Citizens,2016.0,0.4073226544622426,Right-wing,2185,3
Citizens,2015.0,0.4025665399239543,Right-wing,2104,3
In Common We Can,2016.0,0.3780487804878049,Left-wing,574,4
We can,2015.0,0.7786052809749492,Left-wing,1477,4
We can,2016.0,0.7768637532133676,Left-wing,1945,4
Compromis,2019.0,0.2858990944372574,Left-wing,773,4
Spanish Socialist Workers’ Party,2019.0,0.7123991195891416,Left-wing,1363,4
Spanish Socialist Workers’ Party,2016.0,0.1968253968253968,Left-wing,630,4
People's Party,2016.0,0.8125,Right-wing,800,4
Democracy and Freedom,2015.0,0.697151424287856,Right-wing,667,4
People's Party,2019.0,0.4726224783861671,Right-wing,347,4
Spanish Socialist Workers’ Party,2011.0,0.1286821705426356,Left-wing,645,4
People's Party,2015.0,0.52734375,Right-wing,512,4
Spanish Socialist Workers’ Party,2015.0,0.4836065573770491,Left-wing,122,4
"Union, Progress and Democracy",2011.0,0.5096011816838996,Other,677,4
United Left,2008.0,0.1211372064276885,Left-wing,809,4
We can,2019.0,0.7490396927016645,Left-wing,781,4
United We Can,2016.0,0.5518118245390973,Left-wing,1573,4
Spanish Socialist Workers’ Party,2008.0,0.1139896373056994,Left-wing,772,4
People's Party,2011.0,0.518324607329843,Right-wing,191,4
Popular Unity,2015.0,0.6046511627906976,Left-wing,215,4
Convergence and Union,2008.0,0.7107913669064748,Other,695,4
United Left,2011.0,0.4655688622754491,Left-wing,668,4
People's Party,2008.0,0.5818181818181818,Right-wing,55,4
In Common We Can,2015.0,0.4326923076923077,Left-wing,104,4
Convergence and Union,2011.0,0.725,Other,40,4
Citizens,2016.0,0.4901601830663615,Right-wing,2185,4
Commitment-We can-It is time,2015.0,0.5875299760191847,Left-wing,417,4
Citizens,2015.0,0.6053555750658473,Right-wing,2278,4
Democratic Convergence of Catalonia,2016.0,0.7666939778779189,Right-wing,4882,4
Citizens,2019.0,0.5401376146788991,Right-wing,872,4
People's Party,2019.0,0.7736220472440944,Right-wing,1524,5
Convergence and Union,2008.0,0.7082309582309583,Other,1628,5
Spanish Socialist Workers’ Party,2015.0,0.7646219686162625,Left-wing,1402,5
"Union, Progress and Democracy",2011.0,0.8,Other,220,5
Spanish Socialist Workers’ Party,2008.0,0.8684759916492694,Left-wing,1437,5
